"ftwhite","ftblack","ftmuslim","presjob","srv_spend","crimespend","ideo5","ftpolice","party","age","race_white","female"
100,100,75,1,6,1,3,95,"Independent",56,1,1
70,98,98,2,4,4,2,92,"Independent",29,1,1
91,92,99,2,3,1,4,73,"Democrat",51,0,0
50,40,46,2,3,4,3,87,"Independent",23,0,0
53,52,60,2,6,4,2,63,"Democrat",63,1,1
97,100,100,3,6,4,1,56,"Democrat",36,1,0
75,76,81,5,7,2,3,72,"Independent",59,1,1
100,39,14,7,6,1,NA,45,"Democrat",27,1,1
50,50,30,7,3,3,2,100,"Republican",22,1,1
93,19,66,4,7,1,3,62,"Democrat",30,1,1
37,58,31,2,3,1,3,89,"Democrat",47,1,1
50,50,50,2,6,4,2,59,"Democrat",23,1,1
88,41,45,7,6,3,3,100,"Independent",34,1,1
79,94,5,3,6,4,3,39,"Democrat",22,0,0
72,72,8,6,5,3,3,80,"Independent",54,1,1
35,58,6,7,6,7,3,33,"Independent",31,1,1
74,72,80,2,7,4,5,49,"Republican",22,0,1
100,99,1,7,4,2,4,100,"Republican",43,1,1
78,44,4,3,1,3,3,100,"Democrat",30,0,1
85,85,61,2,6,3,5,66,"Republican",31,0,0
100,100,5,4,4,4,NA,40,"Republican",37,1,1
60,70,65,2,6,5,1,40,"Democrat",20,1,0
90,90,90,2,4,3,2,40,"Democrat",25,1,1
51,51,31,3,NA,4,3,63,"Independent",23,1,1
99,90,51,5,5,2,3,96,"Democrat",34,1,1
58,50,38,4,5,2,4,57,"Independent",43,0,1
50,51,40,7,1,4,4,51,"Republican",40,1,0
88,49,22,7,2,6,5,93,"Republican",47,1,0
47,78,18,4,6,2,NA,74,"Democrat",38,0,1
91,97,68,6,2,4,3,89,"Independent",22,1,1
71,63,8,7,4,4,NA,98,"Republican",36,1,1
85,100,80,5,4,6,2,50,"Democrat",41,0,0
50,50,50,6,7,5,1,41,"Independent",39,1,0
60,70,82,1,5,5,2,48,"Democrat",23,1,0
85,72,77,1,6,2,4,87,"Democrat",28,1,0
84,47,45,2,5,4,3,65,"Democrat",62,1,0
80,80,41,5,4,4,3,80,"Independent",26,1,0
98,83,64,1,7,3,3,84,"Democrat",42,1,0
60,46,89,7,2,2,5,90,NA,29,0,1
50,50,15,1,4,1,3,40,"Democrat",26,1,1
40,99,52,1,4,4,2,41,"Independent",41,0,0
84,56,43,4,4,2,3,84,"Democrat",37,1,1
87,90,86,2,7,4,1,16,"Democrat",31,1,0
40,90,89,1,NA,1,1,40,"Democrat",45,0,1
98,82,58,2,4,2,2,30,"Republican",29,1,1
31,100,100,5,7,1,1,73,"Independent",27,1,0
99,46,0,7,NA,3,4,74,"Republican",64,1,1
73,66,60,5,5,4,4,89,"Republican",25,1,1
66,46,NA,7,3,4,3,53,"Democrat",62,0,1
16,4,1,7,NA,3,4,31,"Independent",34,1,1
100,90,70,7,1,6,4,31,NA,32,1,1
72,72,50,3,7,3,2,66,"Independent",24,1,0
50,100,100,1,5,5,2,31,"Democrat",29,1,1
90,99,94,2,4,6,4,99,"Republican",37,1,1
53,51,23,3,4,3,NA,76,"Independent",24,1,1
99,94,82,6,4,1,4,100,"Republican",48,1,1
80,85,29,4,5,1,2,95,"Democrat",26,0,1
82,80,100,1,4,1,1,43,"Democrat",22,0,1
62,72,60,6,4,2,2,87,"Democrat",28,1,1
25,99,5,1,NA,1,3,3,"Democrat",31,0,0
76,80,40,2,5,3,2,89,"Independent",29,1,1
96,97,86,2,6,3,1,94,"Republican",30,1,1
94,33,7,7,1,3,NA,68,"Republican",39,1,0
48,50,50,4,NA,4,NA,50,"Independent",24,1,1
69,69,31,7,3,4,4,76,"Republican",52,0,1
51,50,42,6,5,3,4,70,"Republican",30,1,1
50,50,30,7,3,2,4,85,"Republican",67,0,0
74,65,1,7,7,3,NA,61,"Independent",54,1,1
50,50,46,5,3,4,3,50,"Republican",27,1,1
61,63,59,3,6,3,2,53,"Democrat",28,1,1
87,86,0,7,4,1,NA,50,"Independent",24,1,1
94,84,38,4,7,5,3,86,"Independent",21,1,1
57,54,59,3,6,3,3,67,"Democrat",25,0,0
85,85,85,1,5,6,3,30,"Independent",62,0,1
100,66,28,6,5,3,3,90,"Republican",25,1,1
100,100,50,6,3,3,3,100,"Independent",30,1,0
42,82,67,6,3,3,2,54,"Independent",27,1,0
100,100,88,7,1,4,3,75,"Independent",31,1,0
50,51,22,2,7,7,1,8,NA,23,1,0
63,100,100,2,4,6,2,54,"Democrat",19,1,0
70,30,10,3,3,3,2,56,"Democrat",25,0,1
51,4,70,2,7,5,2,51,"Democrat",37,0,0
65,76,95,1,7,1,2,90,"Democrat",34,0,1
88,89,80,2,4,2,2,100,"Independent",30,0,1
50,61,30,2,7,3,2,60,"Republican",30,0,0
36,89,85,2,5,4,2,32,"Independent",20,1,1
70,90,11,1,6,1,2,80,"Democrat",51,0,0
99,81,3,3,4,4,2,60,"Republican",58,1,1
94,91,31,3,6,3,2,77,"Independent",34,1,0
87,53,2,7,4,4,5,85,"Independent",24,1,1
86,86,81,2,5,3,3,100,"Democrat",60,1,1
47,57,53,3,6,1,1,55,"Democrat",27,1,0
69,72,27,2,3,4,2,78,"Democrat",20,0,1
7,7,4,3,1,2,4,81,"Republican",42,0,0
50,4,4,1,1,2,3,70,"Democrat",33,0,0
100,91,19,7,1,3,3,100,"Republican",28,1,0
91,69,47,7,2,2,3,72,"Independent",29,0,1
73,64,64,2,6,3,2,89,"Democrat",20,0,0
52,53,55,5,6,3,4,100,"Independent",35,1,1
99,35,31,7,5,3,4,100,"Republican",51,1,1
97,96,54,2,NA,1,2,79,"Democrat",45,0,0
84,94,54,1,5,3,2,78,"Democrat",56,0,0
65,27,1,7,5,2,3,86,NA,53,1,0
99,100,100,6,3,7,3,99,"Independent",27,0,0
75,88,77,2,7,4,2,49,"Democrat",31,1,0
85,85,90,2,6,2,2,40,"Democrat",25,1,0
84,89,82,2,6,4,1,9,"Democrat",46,1,0
73,57,26,6,4,3,2,60,"Independent",64,1,0
100,47,3,7,5,3,5,100,"Republican",29,1,1
61,51,50,7,3,3,4,91,"Independent",54,1,1
50,50,50,7,NA,7,NA,50,"Independent",36,0,1
94,98,50,1,5,2,3,73,NA,51,1,1
53,52,50,4,1,4,NA,50,"Democrat",38,1,0
88,85,10,6,NA,2,2,84,"Independent",65,1,1
65,60,45,7,1,7,5,41,"Independent",23,1,0
90,98,80,2,3,3,2,72,"Democrat",40,1,1
77,63,70,4,4,2,2,62,"Independent",92,1,1
70,71,50,1,7,4,1,60,"Democrat",63,1,1
58,91,91,2,7,4,1,53,"Democrat",22,0,0
100,71,51,7,6,3,4,40,"Republican",47,1,0
80,84,70,2,5,4,1,90,"Independent",38,1,0
76,89,1,1,4,1,2,0,"Democrat",26,0,1
44,54,100,2,7,2,1,44,"Republican",22,1,0
89,86,72,5,5,3,3,98,"Democrat",24,1,1
63,16,1,7,3,3,4,62,"Republican",68,1,1
57,80,87,2,5,7,2,34,"Independent",25,1,0
86,53,44,5,7,1,3,88,"Independent",24,0,1
100,100,100,4,5,2,5,75,"Independent",20,0,1
52,50,53,1,5,3,3,84,NA,34,1,0
99,62,52,5,4,4,4,100,"Independent",33,1,1
50,56,17,6,NA,4,3,90,"Independent",40,1,1
71,40,44,6,1,1,5,89,"Republican",32,1,0
100,27,25,7,5,2,4,86,"Republican",56,1,1
50,50,45,2,6,3,2,66,"Democrat",63,1,0
97,28,3,6,5,2,NA,38,"Democrat",61,1,1
100,98,13,3,4,4,3,100,NA,39,1,1
42,35,33,2,4,4,2,45,"Democrat",34,1,0
91,13,53,6,5,3,3,11,NA,35,1,1
96,99,90,6,3,4,3,100,"Republican",35,1,0
4,94,76,2,NA,4,NA,3,"Democrat",38,0,0
85,73,32,6,7,3,1,76,"Republican",53,0,1
51,86,81,2,7,2,1,11,"Democrat",81,0,0
89,9,70,7,4,3,2,99,"Independent",27,1,1
63,55,40,6,NA,7,3,69,"Democrat",51,0,1
78,97,89,3,5,3,2,31,"Independent",24,1,0
72,72,66,7,4,4,4,85,"Republican",55,1,1
92,100,100,2,7,5,2,70,"Democrat",30,1,1
100,94,100,1,7,1,1,91,"Republican",26,1,1
85,84,80,1,5,2,3,94,"Independent",43,0,0
50,65,65,2,6,4,2,42,"Democrat",26,1,1
71,68,59,6,2,3,3,83,"Republican",34,1,1
49,55,50,6,4,4,NA,53,"Independent",27,1,0
71,54,55,6,6,2,3,98,"Republican",41,1,1
42,NA,1,7,5,4,3,96,"Republican",54,0,1
69,74,59,7,6,6,4,6,"Republican",61,0,0
70,90,90,1,6,3,1,60,"Democrat",27,1,1
99,99,99,2,NA,3,2,95,"Democrat",19,1,1
49,50,51,5,7,5,NA,91,"Independent",27,1,1
81,86,33,5,6,3,4,67,NA,31,1,1
70,81,76,2,7,5,3,76,"Independent",53,1,0
50,100,0,1,NA,4,2,50,"Republican",55,0,1
71,10,1,6,7,1,2,99,"Democrat",40,1,1
49,52,56,2,4,4,3,50,"Independent",19,1,0
75,75,55,1,6,2,3,78,"Democrat",50,1,0
99,100,98,6,3,3,4,99,"Republican",31,1,1
81,71,63,5,1,3,3,81,"Independent",43,1,1
63,94,54,2,7,1,1,16,"Democrat",49,0,1
64,97,100,1,6,3,3,62,"Democrat",41,0,1
90,69,1,7,5,4,4,90,"Republican",61,1,1
94,88,66,3,6,1,2,88,"Democrat",46,0,1
50,50,51,2,2,4,3,50,"Independent",61,1,0
70,100,51,4,7,3,2,64,"Republican",59,0,1
0,0,0,7,3,2,3,0,"Independent",65,1,1
76,81,69,4,6,4,2,82,"Democrat",36,1,1
51,50,53,2,5,5,3,83,"Democrat",21,1,1
80,50,10,7,1,1,4,100,"Republican",62,1,0
53,52,54,3,5,4,2,58,"Independent",26,1,0
57,73,60,3,3,4,NA,85,"Independent",43,1,0
78,77,65,7,5,2,3,27,"Independent",37,0,0
90,51,41,7,4,2,3,56,NA,59,1,1
99,2,3,7,7,3,3,55,"Independent",46,1,0
100,5,0,3,4,5,1,0,"Independent",35,1,0
40,60,70,1,5,3,1,50,"Democrat",64,1,0
100,100,100,3,3,4,3,100,"Independent",24,0,1
76,86,95,5,6,3,3,99,"Democrat",63,1,1
57,61,19,1,7,1,4,67,"Democrat",28,1,0
17,50,20,4,5,3,4,52,"Independent",31,1,0
77,91,63,1,4,4,4,72,"Democrat",39,0,1
82,68,81,5,4,2,NA,84,"Republican",58,1,1
50,51,50,2,6,5,1,40,"Democrat",22,1,0
70,70,70,4,6,4,3,15,"Independent",39,1,0
12,67,37,4,6,1,3,43,"Democrat",38,0,1
